age,gender,weight_kg,activity_level,purpose,lean_body_mass_kg,bmr,protein_need_per_lean_kg_sedentary,protein_need_per_lean_kg_active,protein_need_per_lean_kg_very_active,protein_per_kg_min,protein_per_kg_moderate,protein_per_kg_max,activity_protein_multiplier,adjusted_protein_need,age_protein_factor,protein_for_age_group,gender_protein_base,protein_gender_adjusted,purpose_protein_multiplier,protein_for_purpose,lean_to_total_ratio,muscle_mass_score,bmr_per_kg,protein_metabolic_need,training_intensity,recovery_protein_need,protein_g
26,Female,77.3,moderately_active,muscle_gain,53,1546,84.8,116.6,137.8,61.84,92.76,154.6,1.4,148.4,1,92.76,1.2,92.76,1,106,0.685640362,36.3389392,20,15.46,2,116.6,152
25,Female,52.6,very_active,muscle_gain,37.6,1178,60.16,82.72,97.76,42.08,63.12,105.2,1.7,127.84,1,63.12,1.2,63.12,1,75.2,0.714828897,26.87756654,22.39543726,11.78,3,90.24,102
40,Female,59.5,moderately_active,weight_gain,40.8,1244,65.28,89.76,106.08,47.6,71.4,119,1.4,114.24,1,71.4,1.2,71.4,1.5,122.4,0.685714286,27.97714286,20.90756303,12.44,4,106.08,96
25,Male,45,sedentary,muscle_gain,40.4,1301,64.64,88.88,105.04,36,54,90,0.8,64.64,1,54,1.4,63,1,80.8,0.897777778,36.27022222,28.91111111,13.01,0,72.72,85
22,Male,72.8,lightly_active,maintain,59,1671,94.4,129.8,153.4,58.24,87.36,145.6,1.1,129.8,1,87.36,1.4,101.92,1,118,0.81043956,47.81593407,22.9532967,16.71,1,118,89
51,Male,64.4,moderately_active,weight_loss,48.5,1414,77.6,106.7,126.1,51.52,77.28,128.8,1.4,135.8,1.2,92.736,1.4,90.16,1.3,126.1,0.75310559,36.52562112,21.95652174,14.14,0,87.3,150
33,Female,61.3,moderately_active,weight_loss,45.2,1366,72.32,99.44,117.52,49.04,73.56,122.6,1.4,126.56,1,73.56,1.2,73.56,1.3,117.52,0.737357259,33.32854812,22.28384992,13.66,0,81.36,131
27,Female,60.3,sedentary,maintain,42.5,1295,68,93.5,110.5,48.24,72.36,120.6,0.8,68,1,72.36,1.2,72.36,1,85,0.704809287,29.95439469,21.47595357,12.95,0,76.5,78
39,Male,61.1,sedentary,maintain,50.5,1484,80.8,111.1,131.3,48.88,73.32,122.2,0.8,80.8,1,73.32,1.4,85.54,1,101,0.826513912,41.73895254,24.28805237,14.84,0,90.9,77
41,Female,62.8,moderately_active,weight_loss,42,1271,67.2,92.4,109.2,50.24,75.36,125.6,1.4,117.6,1,75.36,1.2,75.36,1.3,109.2,0.668789809,28.08917197,20.2388535,12.71,0,75.6,145
19,Female,62.1,lightly_active,weight_loss,43.3,1319,69.28,95.26,112.58,49.68,74.52,124.2,1.1,95.26,1,74.52,1.2,74.52,1.3,112.58,0.69726248,30.19146538,21.23993559,13.19,0,77.94,117
41,Male,78.1,sedentary,weight_gain,61,1702,97.6,134.2,158.6,62.48,93.72,156.2,0.8,97.6,1,93.72,1.4,109.34,1.5,183,0.781049936,47.64404609,21.79257362,17.02,0,109.8,114
51,Female,58.1,moderately_active,muscle_gain,39.5,1206,63.2,86.9,102.7,46.48,69.72,116.2,1.4,110.6,1.2,83.664,1.2,69.72,1,79,0.679862306,26.8545611,20.75731497,12.06,2,86.9,125
27,Female,54.7,sedentary,weight_loss,41.3,1280,66.08,90.86,107.38,43.76,65.64,109.4,0.8,66.08,1,65.64,1.2,65.64,1.3,107.38,0.755027422,31.18263254,23.40036563,12.8,0,74.34,126
35,Male,67.7,sedentary,weight_loss,53.3,1536,85.28,117.26,138.58,54.16,81.24,135.4,0.8,85.28,1,81.24,1.4,94.78,1.3,138.58,0.787296898,41.96292467,22.68833087,15.36,0,95.94,128
34,Female,57.9,very_active,maintain,42.2,1291,67.52,92.84,109.72,46.32,69.48,115.8,1.7,143.48,1,69.48,1.2,69.48,1,84.4,0.728842832,30.75716753,22.2970639,12.91,3,101.28,61
20,Male,97.1,lightly_active,maintain,73.7,1988,117.92,162.14,191.62,77.68,116.52,194.2,1.1,162.14,1,116.52,1.4,135.94,1,147.4,0.759011329,55.93913491,20.47373841,19.88,1,147.4,130
44,Female,44.7,sedentary,weight_loss,33.2,1073,53.12,73.04,86.32,35.76,53.64,89.4,0.8,53.12,1,53.64,1.2,53.64,1.3,86.32,0.742729306,24.65861298,24.00447427,10.73,0,59.76,106
17,Female,58.4,sedentary,maintain,44.5,1359,71.2,97.9,115.7,46.72,70.08,116.8,0.8,71.2,1,70.08,1.2,70.08,1,89,0.761986301,33.90839041,23.27054795,13.59,0,80.1,71
26,Female,59.4,very_active,weight_gain,43.1,1312,68.96,94.82,112.06,47.52,71.28,118.8,1.7,146.54,1,71.28,1.2,71.28,1.5,129.3,0.725589226,31.27289562,22.08754209,13.12,6,129.3,95
68,Male,67.5,lightly_active,weight_loss,46.8,1360,74.88,102.96,121.68,54,81,135,1.1,102.96,1.2,97.2,1.4,94.5,1.3,121.68,0.693333333,32.448,20.14814815,13.6,0,84.24,129
32,Female,50.9,moderately_active,weight_gain,37.7,1186,60.32,82.94,98.02,40.72,61.08,101.8,1.4,105.56,1,61.08,1.2,61.08,1.5,113.1,0.740667976,27.92318271,23.30058939,11.86,4,98.02,72
35,Female,66.2,lightly_active,maintain,43.4,1311,69.44,95.48,112.84,52.96,79.44,132.4,1.1,95.48,1,79.44,1.2,79.44,1,86.8,0.655589124,28.45256798,19.80362538,13.11,1,86.8,74
27,Male,75.6,sedentary,weight_loss,60.6,1702,96.96,133.32,157.56,60.48,90.72,151.2,0.8,96.96,1,90.72,1.4,105.84,1.3,157.56,0.801587302,48.57619048,22.51322751,17.02,0,109.08,179
31,Female,67.5,very_active,weight_loss,46.8,1394,74.88,102.96,121.68,54,81,135,1.7,159.12,1,81,1.2,81,1.3,121.68,0.693333333,32.448,20.65185185,13.94,0,84.24,149
32,Male,54.6,very_active,maintain,46,1392,73.6,101.2,119.6,43.68,65.52,109.2,1.7,156.4,1,65.52,1.4,76.44,1,92,0.842490842,38.75457875,25.49450549,13.92,3,110.4,57
21,Female,50.3,extra_active,weight_loss,38.5,1216,61.6,84.7,100.1,40.24,60.36,100.6,0.8,61.6,1,60.36,1.2,60.36,1.3,100.1,0.765407555,29.46819085,24.1749503,12.16,0,69.3,92
64,Male,74.4,sedentary,maintain,51.6,1476,82.56,113.52,134.16,59.52,89.28,148.8,0.8,82.56,1.2,107.136,1.4,104.16,1,103.2,0.693548387,35.78709677,19.83870968,14.76,0,92.88,97
68,Male,58.9,sedentary,muscle_gain,44.2,1306,70.72,97.24,114.92,47.12,70.68,117.8,0.8,70.72,1.2,84.816,1.4,82.46,1,88.4,0.750424448,33.16876061,22.17317487,13.06,0,79.56,114
28,Male,71.2,very_active,weight_loss,56.7,1616,90.72,124.74,147.42,56.96,85.44,142.4,1.7,192.78,1,85.44,1.4,99.68,1.3,147.42,0.796348315,45.15294944,22.69662921,16.16,0,102.06,170
29,Female,55.7,sedentary,weight_loss,40.7,1255,65.12,89.54,105.82,44.56,66.84,111.4,0.8,65.12,1,66.84,1.2,66.84,1.3,105.82,0.73070018,29.73949731,22.53141831,12.55,0,73.26,116
57,Male,86.4,lightly_active,weight_gain,60.3,1681,96.48,132.66,156.78,69.12,103.68,172.8,1.1,132.66,1.2,124.416,1.4,120.96,1.5,180.9,0.697916667,42.084375,19.45601852,16.81,2,132.66,133
34,Female,54.6,lightly_active,weight_loss,39.8,1232,63.68,87.56,103.48,43.68,65.52,109.2,1.1,87.56,1,65.52,1.2,65.52,1.3,103.48,0.728937729,29.01172161,22.56410256,12.32,0,71.64,106
29,Male,87.9,moderately_active,muscle_gain,66.1,1820,105.76,145.42,171.86,70.32,105.48,175.8,1.4,185.08,1,105.48,1.4,123.06,1,132.2,0.751990899,49.70659841,20.70534699,18.2,2,145.42,185
62,Male,80.6,sedentary,weight_gain,57.1,1603,91.36,125.62,148.46,64.48,96.72,161.2,0.8,91.36,1.2,116.064,1.4,112.84,1.5,171.3,0.708436725,40.45173697,19.88833747,16.03,0,102.78,128
43,Female,73.3,lightly_active,maintain,49,1443,78.4,107.8,127.4,58.64,87.96,146.6,1.1,107.8,1,87.96,1.2,87.96,1,98,0.668485675,32.75579809,19.68622101,14.43,1,98,94
23,Female,50.1,lightly_active,maintain,38.6,1223,61.76,84.92,100.36,40.08,60.12,100.2,1.1,84.92,1,60.12,1.2,60.12,1,77.2,0.770459082,29.73972056,24.41117764,12.23,1,77.2,62
34,Male,77.5,sedentary,maintain,61.9,1726,99.04,136.18,160.94,62,93,155,0.8,99.04,1,93,1.4,108.5,1,123.8,0.798709677,49.44012903,22.27096774,17.26,0,111.42,107
38,Female,56.7,very_active,muscle_gain,40.9,1256,65.44,89.98,106.34,45.36,68.04,113.4,1.7,139.06,1,68.04,1.2,68.04,1,81.8,0.721340388,29.50282187,22.15167549,12.56,3,98.16,103
26,Female,49.7,moderately_active,weight_gain,39.4,1256,63.04,86.68,102.44,39.76,59.64,99.4,1.4,110.32,1,59.64,1.2,59.64,1.5,118.2,0.792756539,31.23460765,25.27162978,12.56,4,102.44,82
35,Female,57.7,sedentary,weight_loss,41.4,1267,66.24,91.08,107.64,46.16,69.24,115.4,0.8,66.24,1,69.24,1.2,69.24,1.3,107.64,0.717504333,29.70467938,21.95840555,12.67,0,74.52,119
31,Male,76.6,moderately_active,maintain,58.8,1658,94.08,129.36,152.88,61.28,91.92,153.2,1.4,164.64,1,91.92,1.4,107.24,1,117.6,0.767624021,45.13629243,21.64490862,16.58,2,129.36,101
22,Male,69.1,lightly_active,weight_loss,58.3,1663,93.28,128.26,151.58,55.28,82.92,138.2,1.1,128.26,1,82.92,1.4,96.74,1.3,151.58,0.843704776,49.18798842,24.06657019,16.63,0,104.94,153
31,Female,55,lightly_active,weight_loss,40.3,1246,64.48,88.66,104.78,44,66,110,1.1,88.66,1,66,1.2,66,1.3,104.78,0.732727273,29.52890909,22.65454545,12.46,0,72.54,111
58,Male,74.2,sedentary,maintain,55.5,1570,88.8,122.1,144.3,59.36,89.04,148.4,0.8,88.8,1.2,106.848,1.4,103.88,1,111,0.747978437,41.51280323,21.15902965,15.7,0,99.9,85
25,Female,72.4,moderately_active,maintain,46.3,1395,74.08,101.86,120.38,57.92,86.88,144.8,1.4,129.64,1,86.88,1.2,86.88,1,92.6,0.639502762,29.6089779,19.2679558,13.95,2,101.86,73
33,Female,67.7,very_active,weight_gain,46.8,1395,74.88,102.96,121.68,54.16,81.24,135.4,1.7,159.12,1,81.24,1.2,81.24,1.5,140.4,0.691285081,32.3521418,20.605613,13.95,6,140.4,122
22,Female,41.4,very_active,muscle_gain,33.6,1128,53.76,73.92,87.36,33.12,49.68,82.8,1.7,114.24,1,49.68,1.2,49.68,1,67.2,0.811594203,27.26956522,27.24637681,11.28,3,80.64,87
20,Female,54.4,lightly_active,weight_loss,41.9,1302,67.04,92.18,108.94,43.52,65.28,108.8,1.1,92.18,1,65.28,1.2,65.28,1.3,108.94,0.770220588,32.27224265,23.93382353,13.02,0,75.42,103
20,Female,53.4,moderately_active,maintain,41,1277,65.6,90.2,106.6,42.72,64.08,106.8,1.4,114.8,1,64.08,1.2,64.08,1,82,0.767790262,31.47940075,23.91385768,12.77,2,90.2,65
62,Male,66.8,lightly_active,muscle_gain,50.2,1448,80.32,110.44,130.52,53.44,80.16,133.6,1.1,110.44,1.2,96.192,1.4,93.52,1,100.4,0.751497006,37.7251497,21.67664671,14.48,1,100.4,145
26,Female,57.4,lightly_active,maintain,42.1,1291,67.36,92.62,109.46,45.92,68.88,114.8,1.1,92.62,1,68.88,1.2,68.88,1,84.2,0.733449477,30.878223,22.4912892,12.91,1,84.2,61
39,Male,68.4,sedentary,weight_gain,55.7,1595,89.12,122.54,144.82,54.72,82.08,136.8,0.8,89.12,1,82.08,1.4,95.76,1.5,167.1,0.814327485,45.35804094,23.31871345,15.95,0,100.26,120
25,Male,73.3,sedentary,weight_loss,62.5,1756,100,137.5,162.5,58.64,87.96,146.6,0.8,100,1,87.96,1.4,102.62,1.3,162.5,0.8526603,53.29126876,23.95634379,17.56,0,112.5,164
52,Female,52.7,sedentary,maintain,34.1,1064,54.56,75.02,88.66,42.16,63.24,105.4,0.8,54.56,1.2,75.888,1.2,63.24,1,68.2,0.647058824,22.06470588,20.18975332,10.64,0,61.38,60
27,Female,44.4,lightly_active,maintain,35.3,1158,56.48,77.66,91.78,35.52,53.28,88.8,1.1,77.66,1,53.28,1.2,53.28,1,70.6,0.795045045,28.06509009,26.08108108,11.58,1,70.6,50
32,Female,38,moderately_active,weight_loss,30.6,1053,48.96,67.32,79.56,30.4,45.6,76,1.4,85.68,1,45.6,1.2,45.6,1.3,79.56,0.805263158,24.64105263,27.71052632,10.53,0,55.08,83
17,Female,66.2,sedentary,muscle_gain,46.6,1400,74.56,102.52,121.16,52.96,79.44,132.4,0.8,74.56,1,79.44,1.2,79.44,1,93.2,0.703927492,32.80302115,21.14803625,14,0,83.88,131
34,Male,66.6,lightly_active,maintain,51,1484,81.6,112.2,132.6,53.28,79.92,133.2,1.1,112.2,1,79.92,1.4,93.24,1,102,0.765765766,39.05405405,22.28228228,14.84,1,102,74
40,Male,77.5,sedentary,maintain,60.1,1682,96.16,132.22,156.26,62,93,155,0.8,96.16,1,93,1.4,108.5,1,120.2,0.775483871,46.60658065,21.70322581,16.82,0,108.18,103
36,Female,59.5,moderately_active,maintain,41.2,1257,65.92,90.64,107.12,47.6,71.4,119,1.4,115.36,1,71.4,1.2,71.4,1,82.4,0.692436975,28.52840336,21.12605042,12.57,2,90.64,83
33,Male,63.5,very_active,weight_loss,51.9,1514,83.04,114.18,134.94,50.8,76.2,127,1.7,176.46,1,76.2,1.4,88.9,1.3,134.94,0.817322835,42.41905512,23.84251969,15.14,0,93.42,135
49,Male,102.8,very_active,maintain,66.1,1846,105.76,145.42,171.86,82.24,123.36,205.6,1.7,224.74,1,123.36,1.4,143.92,1,132.2,0.642996109,42.5020428,17.95719844,18.46,3,158.64,106
41,Male,71.5,very_active,maintain,55.6,1583,88.96,122.32,144.56,57.2,85.8,143,1.7,189.04,1,85.8,1.4,100.1,1,111.2,0.777622378,43.2358042,22.13986014,15.83,3,133.44,75
29,Male,86.4,very_active,weight_loss,60.8,1718,97.28,133.76,158.08,69.12,103.68,172.8,1.7,206.72,1,103.68,1.4,120.96,1.3,158.08,0.703703704,42.78518519,19.88425926,17.18,0,109.44,197
35,Male,91,moderately_active,muscle_gain,65.8,1815,105.28,144.76,171.08,72.8,109.2,182,1.4,184.24,1,109.2,1.4,127.4,1,131.6,0.723076923,47.57846154,19.94505495,18.15,2,144.76,198
22,Male,75.7,sedentary,muscle_gain,62.4,1745,99.84,137.28,162.24,60.56,90.84,151.4,0.8,99.84,1,90.84,1.4,105.98,1,124.8,0.824306473,51.43672391,23.05151915,17.45,0,112.32,140
16,Male,63.2,moderately_active,muscle_gain,54.6,1593,87.36,120.12,141.96,50.56,75.84,126.4,1.4,152.88,1,75.84,1.4,88.48,1,109.2,0.863924051,47.17025316,25.2056962,15.93,2,120.12,118
26,Male,69.8,moderately_active,muscle_gain,58,1652,92.8,127.6,150.8,55.84,83.76,139.6,1.4,162.4,1,83.76,1.4,97.72,1,116,0.830945559,48.19484241,23.66762178,16.52,2,127.6,151
23,Female,52.5,sedentary,weight_loss,39.9,1248,63.84,87.78,103.74,42,63,105,0.8,63.84,1,63,1.2,63,1.3,103.74,0.76,30.324,23.77142857,12.48,0,71.82,110
18,Male,78.2,sedentary,weight_loss,65.2,1808,104.32,143.44,169.52,62.56,93.84,156.4,0.8,104.32,1,93.84,1.4,109.48,1.3,169.52,0.833759591,54.36112532,23.1202046,18.08,0,117.36,186
30,Male,75.2,sedentary,weight_loss,59.6,1677,95.36,131.12,154.96,60.16,90.24,150.4,0.8,95.36,1,90.24,1.4,105.28,1.3,154.96,0.792553191,47.23617021,22.30053191,16.77,0,107.28,153
31,Female,48.9,lightly_active,maintain,37.6,1198,60.16,82.72,97.76,39.12,58.68,97.8,1.1,82.72,1,58.68,1.2,58.68,1,75.2,0.768916155,28.91124744,24.49897751,11.98,1,75.2,53
23,Male,92.7,lightly_active,weight_loss,67.9,1870,108.64,149.38,176.54,74.16,111.24,185.4,1.1,149.38,1,111.24,1.4,129.78,1.3,176.54,0.732470334,49.73473571,20.17259978,18.7,0,122.22,173
28,Female,57.6,very_active,weight_gain,43.7,1339,69.92,96.14,113.62,46.08,69.12,115.2,1.7,148.58,1,69.12,1.2,69.12,1.5,131.1,0.758680556,33.15434028,23.24652778,13.39,6,131.1,93
48,Female,38,sedentary,weight_gain,29,980,46.4,63.8,75.4,30.4,45.6,76,0.8,46.4,1,45.6,1.2,45.6,1.5,87,0.763157895,22.13157895,25.78947368,9.8,0,52.2,62
48,Male,68,lightly_active,maintain,52.2,1502,83.52,114.84,135.72,54.4,81.6,136,1.1,114.84,1,81.6,1.4,95.2,1,104.4,0.767647059,40.07117647,22.08823529,15.02,1,104.4,82
24,Male,56.1,very_active,weight_loss,49.5,1493,79.2,108.9,128.7,44.88,67.32,112.2,1.7,168.3,1,67.32,1.4,78.54,1.3,128.7,0.882352941,43.67647059,26.61319073,14.93,0,89.1,121
26,Female,52.4,extra_active,weight_gain,38.7,1209,61.92,85.14,100.62,41.92,62.88,104.8,0.8,61.92,1,62.88,1.2,62.88,1.5,116.1,0.738549618,28.58187023,23.07251908,12.09,0,69.66,89
17,Female,51.3,moderately_active,maintain,38.7,1218,61.92,85.14,100.62,41.04,61.56,102.6,1.4,108.36,1,61.56,1.2,61.56,1,77.4,0.754385965,29.19473684,23.74269006,12.18,2,85.14,63
49,Male,80.6,very_active,weight_loss,60.1,1677,96.16,132.22,156.26,64.48,96.72,161.2,1.7,204.34,1,96.72,1.4,112.84,1.3,156.26,0.745657568,44.81401985,20.80645161,16.77,0,108.18,182
32,Female,55.2,sedentary,muscle_gain,36.7,1147,58.72,80.74,95.42,44.16,66.24,110.4,0.8,58.72,1,66.24,1.2,66.24,1,73.4,0.664855072,24.40018116,20.77898551,11.47,0,66.06,112
47,Male,58.4,moderately_active,weight_loss,47.2,1403,75.52,103.84,122.72,46.72,70.08,116.8,1.4,132.16,1,70.08,1.4,81.76,1.3,122.72,0.808219178,38.14794521,24.0239726,14.03,0,84.96,139
31,Female,47.8,lightly_active,weight_gain,35.2,1123,56.32,77.44,91.52,38.24,57.36,95.6,1.1,77.44,1,57.36,1.2,57.36,1.5,105.6,0.736401674,25.92133891,23.49372385,11.23,2,77.44,80
36,Male,77.6,moderately_active,weight_loss,60.1,1684,96.16,132.22,156.26,62.08,93.12,155.2,1.4,168.28,1,93.12,1.4,108.64,1.3,156.26,0.774484536,46.54652062,21.70103093,16.84,0,108.18,175
16,Female,41.1,lightly_active,weight_gain,32.6,1086,52.16,71.72,84.76,32.88,49.32,82.2,1.1,71.72,1,49.32,1.2,49.32,1.5,97.8,0.793187348,25.85790754,26.42335766,10.86,2,71.72,63
31,Female,42,lightly_active,weight_loss,33.4,1115,53.44,73.48,86.84,33.6,50.4,84,1.1,73.48,1,50.4,1.2,50.4,1.3,86.84,0.795238095,26.56095238,26.54761905,11.15,0,60.12,81
23,Female,64,sedentary,maintain,46,1382,73.6,101.2,119.6,51.2,76.8,128,0.8,73.6,1,76.8,1.2,76.8,1,92,0.71875,33.0625,21.59375,13.82,0,82.8,77
23,Male,54.4,lightly_active,weight_loss,47.1,1428,75.36,103.62,122.46,43.52,65.28,108.8,1.1,103.62,1,65.28,1.4,76.16,1.3,122.46,0.865808824,40.77959559,26.25,14.28,0,84.78,121
16,Male,62.7,sedentary,weight_loss,55.2,1613,88.32,121.44,143.52,50.16,75.24,125.4,0.8,88.32,1,75.24,1.4,87.78,1.3,143.52,0.880382775,48.59712919,25.72567783,16.13,0,99.36,116
23,Male,72,sedentary,weight_gain,60.1,1699,96.16,132.22,156.26,57.6,86.4,144,0.8,96.16,1,86.4,1.4,100.8,1.5,180.3,0.834722222,50.16680556,23.59722222,16.99,0,108.18,120
32,Male,74.3,lightly_active,weight_loss,60.4,1698,96.64,132.88,157.04,59.44,89.16,148.6,1.1,132.88,1,89.16,1.4,104.02,1.3,157.04,0.812920592,49.10040377,22.85329744,16.98,0,108.72,162
29,Male,71.6,sedentary,maintain,55.7,1592,89.12,122.54,144.82,57.28,85.92,143.2,0.8,89.12,1,85.92,1.4,100.24,1,111.4,0.777932961,43.33086592,22.23463687,15.92,0,100.26,95
33,Female,39.1,sedentary,weight_gain,30.2,1015,48.32,66.44,78.52,31.28,46.92,78.2,0.8,48.32,1,46.92,1.2,46.92,1.5,90.6,0.772378517,23.3258312,25.95907928,10.15,0,54.36,70
23,Male,98.6,very_active,muscle_gain,74.8,2009,119.68,164.56,194.48,78.88,118.32,197.2,1.7,254.32,1,118.32,1.4,138.04,1,149.6,0.75862069,56.74482759,20.37525355,20.09,3,179.52,196
45,Male,53.5,lightly_active,maintain,44.6,1355,71.36,98.12,115.96,42.8,64.2,107,1.1,98.12,1,64.2,1.4,74.9,1,89.2,0.83364486,37.18056075,25.3271028,13.55,1,89.2,54
43,Female,52.6,moderately_active,muscle_gain,36.9,1149,59.04,81.18,95.94,42.08,63.12,105.2,1.4,103.32,1,63.12,1.2,63.12,1,73.8,0.701520913,25.88612167,21.84410646,11.49,2,81.18,110
24,Female,50.6,lightly_active,weight_loss,39.2,1240,62.72,86.24,101.92,40.48,60.72,101.2,1.1,86.24,1,60.72,1.2,60.72,1.3,101.92,0.774703557,30.36837945,24.50592885,12.4,0,70.56,94
26,Female,51.6,sedentary,maintain,37.8,1187,60.48,83.16,98.28,41.28,61.92,103.2,0.8,60.48,1,61.92,1.2,61.92,1,75.6,0.73255814,27.69069767,23.00387597,11.87,0,68.04,57
29,Female,55.4,sedentary,maintain,40.2,1242,64.32,88.44,104.52,44.32,66.48,110.8,0.8,64.32,1,66.48,1.2,66.48,1,80.4,0.725631769,29.17039711,22.41877256,12.42,0,72.36,69
60,Male,79.5,sedentary,maintain,57.6,1614,92.16,126.72,149.76,63.6,95.4,159,0.8,92.16,1.2,114.48,1.4,111.3,1,115.2,0.724528302,41.73283019,20.30188679,16.14,0,103.68,86
32,Male,65,very_active,weight_loss,52.1,1513,83.36,114.62,135.46,52,78,130,1.7,177.14,1,78,1.4,91,1.3,135.46,0.801538462,41.76015385,23.27692308,15.13,0,93.78,153
35,Female,66.8,sedentary,muscle_gain,43.6,1316,69.76,95.92,113.36,53.44,80.16,133.6,0.8,69.76,1,80.16,1.2,80.16,1,87.2,0.652694611,28.45748503,19.7005988,13.16,0,78.48,123
18,Female,52.5,sedentary,weight_loss,39.3,1230,62.88,86.46,102.18,42,63,105,0.8,62.88,1,63,1.2,63,1.3,102.18,0.748571429,29.41885714,23.42857143,12.3,0,70.74,114
51,Male,82.7,very_active,muscle_gain,57.6,1625,92.16,126.72,149.76,66.16,99.24,165.4,1.7,195.84,1.2,119.088,1.4,115.78,1,115.2,0.696493349,40.11801693,19.64933495,16.25,3,138.24,176
39,Female,47,moderately_active,maintain,36,1158,57.6,79.2,93.6,37.6,56.4,94,1.4,100.8,1,56.4,1.2,56.4,1,72,0.765957447,27.57446809,24.63829787,11.58,2,79.2,57
45,Male,57.2,sedentary,weight_gain,48.8,1467,78.08,107.36,126.88,45.76,68.64,114.4,0.8,78.08,1,68.64,1.4,80.08,1.5,146.4,0.853146853,41.63356643,25.64685315,14.67,0,87.84,81
47,Male,74.7,moderately_active,muscle_gain,57.1,1610,91.36,125.62,148.46,59.76,89.64,149.4,1.4,159.88,1,89.64,1.4,104.58,1,114.2,0.764390897,43.64672021,21.55287818,16.1,2,125.62,154
26,Female,61.1,lightly_active,weight_loss,44.1,1337,70.56,97.02,114.66,48.88,73.32,122.2,1.1,97.02,1,73.32,1.2,73.32,1.3,114.66,0.721767594,31.8299509,21.88216039,13.37,0,79.38,146
30,Female,53.7,lightly_active,weight_gain,40,1244,64,88,104,42.96,64.44,107.4,1.1,88,1,64.44,1.2,64.44,1.5,120,0.744878957,29.79515829,23.16573557,12.44,2,88,95
61,Female,57,lightly_active,muscle_gain,36,1105,57.6,79.2,93.6,45.6,68.4,114,1.1,79.2,1.2,82.08,1.2,68.4,1,72,0.631578947,22.73684211,19.38596491,11.05,1,72,121
17,Male,80.1,sedentary,maintain,65,1800,104,143,169,64.08,96.12,160.2,0.8,104,1,96.12,1.4,112.14,1,130,0.811485643,52.74656679,22.47191011,18,0,117,86
49,Female,59.9,extra_active,weight_loss,38,1167,60.8,83.6,98.8,47.92,71.88,119.8,0.8,60.8,1,71.88,1.2,71.88,1.3,98.8,0.634390651,24.10684474,19.48247078,11.67,0,68.4,141
19,Male,60.1,sedentary,weight_loss,51.8,1531,82.88,113.96,134.68,48.08,72.12,120.2,0.8,82.88,1,72.12,1.4,84.14,1.3,134.68,0.861896839,44.64625624,25.47420965,15.31,0,93.24,129
19,Male,69.6,sedentary,maintain,58.5,1667,93.6,128.7,152.1,55.68,83.52,139.2,0.8,93.6,1,83.52,1.4,97.44,1,117,0.840517241,49.17025862,23.95114943,16.67,0,105.3,89
34,Female,59.5,lightly_active,muscle_gain,40.3,1234,64.48,88.66,104.78,47.6,71.4,119,1.1,88.66,1,71.4,1.2,71.4,1,80.6,0.677310924,27.29563025,20.7394958,12.34,1,80.6,118
22,Female,39.5,sedentary,maintain,31.7,1072,50.72,69.74,82.42,31.6,47.4,79,0.8,50.72,1,47.4,1.2,47.4,1,63.4,0.802531646,25.44025316,27.13924051,10.72,0,57.06,50
24,Female,45.5,lightly_active,weight_loss,35.3,1145,56.48,77.66,91.78,36.4,54.6,91,1.1,77.66,1,54.6,1.2,54.6,1.3,91.78,0.775824176,27.38659341,25.16483516,11.45,0,63.54,98
62,Female,73,sedentary,weight_loss,43.4,1302,69.44,95.48,112.84,58.4,87.6,146,0.8,69.44,1.2,105.12,1.2,87.6,1.3,112.84,0.594520548,25.80219178,17.83561644,13.02,0,78.12,149
30,Female,47.5,moderately_active,weight_gain,37.4,1208,59.84,82.28,97.24,38,57,95,1.4,104.72,1,57,1.2,57,1.5,112.2,0.787368421,29.44757895,25.43157895,12.08,4,97.24,84
35,Female,47.2,sedentary,muscle_gain,35.6,1140,56.96,78.32,92.56,37.76,56.64,94.4,0.8,56.96,1,56.64,1.2,56.64,1,71.2,0.754237288,26.85084746,24.15254237,11.4,0,64.08,89
57,Male,63.9,extra_active,weight_loss,50.2,1460,80.32,110.44,130.52,51.12,76.68,127.8,0.8,80.32,1.2,92.016,1.4,89.46,1.3,130.52,0.785602504,39.4372457,22.84820031,14.6,0,90.36,151
43,Male,77.7,sedentary,weight_gain,57.7,1625,92.32,126.94,150.02,62.16,93.24,155.4,0.8,92.32,1,93.24,1.4,108.78,1.5,173.1,0.742599743,42.84800515,20.91377091,16.25,0,103.86,124
31,Male,48.3,sedentary,weight_loss,41.8,1311,66.88,91.96,108.68,38.64,57.96,96.6,0.8,66.88,1,57.96,1.4,67.62,1.3,108.68,0.865424431,36.1747412,27.14285714,13.11,0,75.24,90
37,Male,73.7,sedentary,muscle_gain,56.3,1599,90.08,123.86,146.38,58.96,88.44,147.4,0.8,90.08,1,88.44,1.4,103.18,1,112.6,0.763907734,43.00800543,21.69606513,15.99,0,101.34,153
51,Female,54.8,lightly_active,weight_loss,37.1,1144,59.36,81.62,96.46,43.84,65.76,109.6,1.1,81.62,1.2,78.912,1.2,65.76,1.3,96.46,0.677007299,25.1169708,20.87591241,11.44,0,66.78,101
37,Male,88.8,moderately_active,maintain,64.7,1788,103.52,142.34,168.22,71.04,106.56,177.6,1.4,181.16,1,106.56,1.4,124.32,1,129.4,0.728603604,47.14065315,20.13513514,17.88,2,142.34,118
